V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	Q1	Q2	Q3	Q4	Q35	Q35_TEXT	Q5	Q5_TEXT	Q6	Q8	Q10	Q36	Q33_1	Q33_2	Q33_3	Q33_4	Q33_5	Q33_6	Q33_7	Q33_8	Q33_9	Q33_10	Q33_11	Q33_12	Q33_13	Q33_14	Q33_15	Q33_16	Q33_17	Q33_18	Q33_19	Q33_20	Q33_21	Q33_22	Q33_23	Q33_24	Q33_25	Q33_26	Q33_27	Q33_28	Q33_29	Q33_30	Q37	Q38	Q39	LocationLatitude	LocationLongitude	LocationAccuracy
R_3BIK7SkXmxpkRzn	Default Response Set	Anonymous			152.228.130.72	0	4/23/2014 10:17	4/23/2014 10:44	1	1	1	2	1	2		3		2	1	11	2	2	1	1	2	1	1	2	2	1	2	1	1	1	1	2	1	2	1	2	1	2	1	2	1	1	1	1	1	2	1	No.	"If possible, have a good relationship with your supervisor, or at least open communication.  That way, if there is something legitimate to fear, they can give you the heads up before it comes barreling at you."	"Not really, as I still battle this myself!"	41.4618988	-87.00080109	-1
R_6fKXbHdR6KCSWup	Default Response Set	Anonymous			130.160.141.144	0	4/23/2014 10:41	4/23/2014 10:46	1	1	1	2	1	2		1		1	2	5	2	2	1	2	2	1	1	2	1	2	1	1	2	2	1	2	1	2	2	2	1	2	2	2	2	2	2	1	2	2	2	"no, I do what needs to be done within the bounds I'm given. "	fear of negative evaluation stems from a lack of confidence. 	"Know yourself, your skills, your limitations and talk with supervisors outside the formal review process. Review content should never be a surprise. "	33.3072052	-87.58589935	-1
R_9BOFskWxLbUFsfb	Default Response Set	Anonymous			204.10.132.7	0	4/23/2014 10:43	4/23/2014 10:55	1	1	1	2	1	5		3		2	3	8	2	2	1	1	2	1	2	1	1	1	2	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	"At times; negative . Depends upon the supervisor. How criticism is conveyed, how meritorious the criticism is. Internal politics are poisonous; if upper management is not adept at managing them or lets them seep into an evaluation, people will leave the institution."	Open and proactive communication. A managerial approach that does not engage in backbiting or personalizing of problems.	Yes - practice open communication with your managers and colleagues. Read up on introverts and negotiation. It is possible to improve with practice.	40.73170471	-73.9885025	-1
R_8kP2SkurijDfmlL	Default Response Set	Anonymous			198.186.250.252	0	4/23/2014 10:52	4/23/2014 10:55	1	1	1	3	1	2		1		2	1	8	3	2	1	1	2	2	2	2	1	1	2	1	2	1	1	2	2	2	1	2	1	2	1	2	2	2	2	2	2	2	1	"No, but I'm still new."		"Suck it up, there's really nothing you can do about it because evaluations happen."	33.22009277	-97.15019989	-1
R_5he4c0adUPXXgcl	Default Response Set	Anonymous			67.43.117.86	0	4/23/2014 10:48	4/23/2014 10:56	1	1	1	4	1	1		3		1	6	4	2	2	2	1	2	1	2	1	2	1	2	1	2	1	2	2	1	1	2	1	1	2	1	2	1	1	2	2	1	1	1	I probably take less risk than I could.  I also procrastinate more than I should.	Evaluation systems that actually evaluate a library work.  We use the same evaluation form that all city/municipal workers use and it isn't very helpful or constructive.		38.60189819	-89.9138031	-1
R_8jNunUZd0a7RQCF	Default Response Set	Anonymous			155.225.26.138	0	4/23/2014 10:48	4/23/2014 10:56	1	1	1	2	1	2		3		2	2	11	2	2	1	1	2	1	2	2	2	1	2	1	1	2	2	2	1	2	2	2	1	2	1	2	2	2	2	1	1	2	1	"Yes, in the past I had a supervisor that was very nitpicky and I was constantly afraid of doing the wrong thing around her. I would do things to please her even if it wasn't in my own best interest or my career."	Work for a supervisor who is fair and friendly. Supervisors should be required to tell their workers immediately when they are doining something wrong and give them the chance to correct it before giving them a final evaluation. 	"If it's gonna happen, it's gonna happen. Find a way to work around it. "	32.80360413	-79.9469986	-1
R_e5p05ZKbl6YAa5T	Default Response Set	Anonymous			50.203.236.113	0	4/23/2014 10:44	4/23/2014 10:57	1	1	1	2	1	6	Special	1		2	1	8	2	2	2	2	2	1	2	1	1	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	"Yes - I have a hard time taking risks, making decisions and telling/guiding others on what to do as a supervisor or otherwise, which has kept me from taking higher ranking/leadership positions throughout my entire life."		I'd love some advice!	25.72669983	-80.2358017	-1
R_0kPFvP1ohbalyo5	Default Response Set	Anonymous			134.39.27.36	0	4/23/2014 10:51	4/23/2014 10:58	1	1	2	5	1	2		2		1	6	1	2	2	1	1	2	1	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2	2	1	1	2	2	1	No - it has made me more cautious sometimes and made me do better work when I think it matters.	"More frequent, less formal evaluation ""discussions"" between employee and supervisors"	Remember that you are doing the best that you can and that your supervisor gets evaluated too.	47.51100159	-122.1869965	-1
R_250bF7aVcmiTuHH	Default Response Set	Anonymous			206.209.102.28	0	4/23/2014 10:56	4/23/2014 11:03	1	1	2	4	1	2		2		1	5	4	2	2	2	1	2	1	1	2	1	1	2	1	2	2	1	2	1	2	1	2	1	2	1	1	1	1	2	2	1	2	1	no	don't know	nope	47.17709351	-122.1865005	-1
R_0NbC3bwTJhLqd9j	Default Response Set	Anonymous			206.188.40.201	0	4/23/2014 11:00	4/23/2014 11:05	1	1	1	3	1	1		3		2	5	8	2	2	1	1	2	1	1	2	1	1	2	2	2	1	1	2	2	2	2	1	2	2	1	2	1	2	2	1	2	2	2	No.  I am not afraid but that is because I have great supervisors who know how to coach.	"Focus on the positive and help supervisors learn to coach rather than critique, remind us of what we do right before pointing out what we do wrong."		47.60620117	-122.3320999	-1
R_eksUMfhRO3DMjXf	Default Response Set	Anonymous			65.88.88.77	0	4/23/2014 11:04	4/23/2014 11:09	1	1	1	2	1	1		3		2	2	8	1	2	1	1	2	1	2	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	2	1	1	2	1	1	1	1	I am hesitant to be assertive in my career goals and aspirations	"Please put more mentoring and coaching into the profession. Often we are left to muddle through and rely on patron response to tell us how we are doing at our jobs, which we all know is awful because the unhappy patrons are always the loudest. "	Do whatever you have to do to find inner strength and hold on to those moments where people do take the time out to tell you you are doing a good job. 	40.71429443	-74.0059967	-1
R_0BajYhz9lJsTkMt	Default Response Set	Anonymous			108.213.76.146	0	4/23/2014 10:59	4/23/2014 11:09	1	1	1	2	1	2		3		2	1	8	2	2	1	1	2	1	2	2	1	2	2	2	2	2	1	2	1	2	1	1	2	1	1	2	1	1	2	1	2	2	1	"In someways it is motivating to do better, though sometimes I do more than I should."	Working on communication of expectations	"Negative feedback helps me do better, so even if I don't like what people are saying it's on me to change."	38.4828949	-121.639801	-1
R_2l6SnHU38bMU1fL	Default Response Set	Anonymous			209.165.166.194	0	4/23/2014 11:08	4/23/2014 11:10	1	1	1	1	1	6	Law	1		2	1	8	2	2	1	1	2	1	2	1	2	1	2	2	2	1	1	2	1	1	2	1	2	2	2	2	1	2	2	1	2	2	1				61.21809387	-149.9002991	-1
R_emuSAPcU9uRbbeJ	Default Response Set	Anonymous			199.184.205.102	0	4/23/2014 11:09	4/23/2014 11:18	1	1	1	4	1	2		3		1	2	11	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	2	1	2	1	1	1	2	1	2	1	2	2	1	1	2	1	No. 	Communication. 		35.27799988	-93.13729858	-1
R_9oVvZueVS7ypka1	Default Response Set	Anonymous			128.173.124.112	0	4/23/2014 11:13	4/23/2014 11:20	1	1	1	3	1	2		3		2	2	11	2	2	1	2	2	1	2	1	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	1	1	2	1	"Not really.  I've applied for, and gotten most of the jobs I've wanted in my career."	Increase the process openness for evaluations	"As long as you are working hard and doing your job well, than evaluations should be fine."	37.17909241	-80.35150146	-1
R_7P2w2L3VU3dGzxb	Default Response Set	Anonymous			138.78.10.14	0	4/23/2014 11:17	4/23/2014 11:20	1	1	1	1	1	2		3		2	1	8	2	2	1	1	2	1	2	1	2	1	2	2	2	1	1	2	1	1	2	1	1	1	2	2	2	1	2	2	2	2	1	"Not necessarily, sometimes I think it actually makes me over-prepare and aim higher."	"an open atmosphere, a ""judgment free zone"""	break it down into small parts	38.21080017	-76.48560333	-1
R_esKIJmj7udZ6xrD	Default Response Set	Anonymous			208.3.137.33	0	4/23/2014 11:21	4/23/2014 11:27	1	1	1	2	1	2		2		2	2	8	2	2	1	1	2	1	2	1	2	1	2	2	1	1	1	2	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1			Don't stress out about it	47.25289917	-122.4443054	-1
R_1Y0ZlHiLBBMd9KR	Default Response Set	Anonymous			168.156.80.141	0	4/23/2014 11:21	4/23/2014 11:30	1	1	1	3	1	2		3		2	4	8	2	2	1	1	2	2	2	2	2	1	2	2	2	2	1	2	1	1	1	1	1	2	1	2	2	1	2	1	2	1	1	No.	"Plan frequent non-threatening opportunities to give feedback. Make sure peers and supervisors give frequent Informal feedback, especially on what is working. When something needs adjustment, give feedback outside of the formal evaluation that incudes manageable suggestions for improvement. Ensure that librarians know they are not being judged solely on a single instance of observation, but rather on a range of their work. Build a culture in which failure some of the time is an expected part of great successes at other times."		47.61540222	-122.2102966	-1
R_5o7dz0jI5LLjHfL	Default Response Set	Anonymous			50.78.76.145	0	4/23/2014 11:19	4/23/2014 11:31	1	1	1	2	1	1		3		2	2	8	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	"less likely to take risks or seek management, second guessing myself and apologizing makes others question my competence"	"not stigmatizing those with anxiety/depression, being more transparent, maybe having more frequent evaluations"	general treatment for anxiety/depression	38.98269653	-77.0039978	-1
R_723QnysImJm91xX	Default Response Set	Anonymous			140.211.113.60	0	4/23/2014 11:16	4/23/2014 11:36	1	1	1	2	1	2		3		2	1	11	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1	2	2	1	2	2	2	"No, I would actually welcome more feedback and evaluation than I have gotten in my library job. I used to work in the business world and I got much more feedback - both positive and negative - and it helped (overall) me be a better employee."	"The metrics that people are being evaluated on need to be clear and transparent. People should be able to see their evaluations and respond to them. Evaluation should be consistent across employees (i.e. everyone should feel they are in the same boat, in terms of their work being evaluated). It should also be consistent in the sense that employees should know and expect to be evaluated and they should know what kind of feedback they are going to get (goes back to being transparent about the metrics). Supervisors giving the evaluation should make sure to give both positive feedback and constructive criticism. These recommendations all come from my past jobs in the business world and when these guidelines were followed, I appreciated being evaluated and felt that it made me a better employee. It also made me more comfortable and confident because I KNEW what my supervisor/superiors thought of my work, I didn't have to guess and worry."	"Not to be harsh, but I think it's a little ridiculous that librarians would *fear* negative evaluation. In most other careers/industries, evaluations are just part of the culture and you just deal with it. Of course it can be done poorly, can feel personal, etc. and that's never good, so if that's the environment I could understand the fear, but just fearing criticism overall is silly - how are you ever going to get better at your job if no one ever tells you what you need to work on?! "	44.78410339	-123.3376999	-1
R_cCr5GByGglGs7VH	Default Response Set	Anonymous			129.22.99.49	0	4/23/2014 11:32	4/23/2014 11:43	1	1	1	3	1	2		3		2	2	8	5	2	1	1	2	1	2	1	2	1	2	2	2	1	1	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	"I think that I am not as self confident as I should be, and this is an important characteristic that reference/liaison librarian should have"		"do the best you can, accept responsibility for your mistakes and don't repeat them, express your objective concerns during evaluations"	41.50740051	-81.6053009	-1
R_0IjYm450V8otrox	Default Response Set	Anonymous			216.56.61.14	0	4/23/2014 11:56	4/23/2014 12:01	1	1	1	3	1	1		2		1	4	8	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	1	1	2	1	1	2	1	2	1	1	2	2	2	2	1	I sometimes expect the worse.  I had a former library director say negative things to me and this has definitely affected me.			42.68280029	-89.01869965	-1
R_0wxT9cbJqXR3wR7	Default Response Set	Anonymous			128.82.253.20	0	4/23/2014 11:56	4/23/2014 12:04	1	1	1	5	1	2		1		1	6	5	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	1	2	2	1	1	2	2	2	1	1	2	2	1	1	1	somew what- I do  not take chances; may be too dependent on my supervisor.  has effected my creativity	establish an environment that encourages innovation- even if it fails. Goals should be clear and reasonable to obtain. - not loaded down with so much work that no one could get the gaols done./	tyr to work closely with your supervisor- make sure you understand goals and meet deadlines.	36.93119812	-76.23970032	-1
R_4SmzqQ7lBPwznY9	Default Response Set	Anonymous			108.56.204.199	0	4/23/2014 12:04	4/23/2014 12:08	1	1	1	2	1	6	Synagogue	3		2	2	8	1	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	Yes. I've received a negative evaluation (when I worked at a public library) and have since been afraid of getting evaluated.		Talk with their supervisor	38.88650513	-77.09690094	-1
R_brWjrN9LgietdUV	Default Response Set	Anonymous			76.7.50.140	0	4/23/2014 12:07	4/23/2014 12:11	1	1	1	3	1	3		5	teacher librarian	2	4	8	2	2	1	1	2	1	2	2	2	1	2	1	2	1	1	2	2	2	1	1	1	2	1	2	2	1	2	1	1	2	1	Only in that my stress level is higher because of the pressure I put on myself to measure up		Do the best job you can and find ways to show others what you do matters	36.72659302	-79.86669922	-1
R_9uWiOpVX2SXJ02N	Default Response Set	Anonymous			129.170.194.150	0	4/23/2014 12:12	4/23/2014 12:18	1	1	2	2	1	2		4		2	2	6	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	2	1	1	1	2	1	2	1				43.72259521	-72.13420105	-1
R_dhUQHIGZj11L85D	Default Response Set	Anonymous			198.110.194.48	0	4/23/2014 11:56	4/23/2014 12:19	1	1	2	4	1	2		5	Collection Development	2	3	5	2	2	2	1	2	1	2	1	2	1	2	1	2	1	1	2	1	2	2	1	1	2	1	2	1	1	2	2	1	2	1	I've left several promising jobs when I perceived that I wouldn't be able to succeed or felt I'd only be fired eventually. In only one case was the former clearly so. 	"A culture of learning (including freedom to learn from failure); an atmosphere of trust and respect; open and continuous communication and feedback; and clearly defined performance expectations. Nobody should be surprised by anything in an annual evaluation, especially ""gotchas"" on events that went unaddressed at the time; a supervisor should be giving explicit feedback (and soliciting it) throughout the year."	"I believe FNE is closely tied to impostor syndrome, and working on that would help. Practicing recognition of successes, however small, can help develop a sense of competence and confidence. Considering failures in the context of your successes can help keep them in perspective. Most librarians aren't generally involved in safety-critical work, so unless one's supervisor is really difficult, most mistakes are 1) fixable and/or 2) not truly harmful.  If your supervisor *is* really difficult, it may not matter what your mistakes (if any) are; evaluation is out of your control anyway., and it will have far more to do with your supervisor than you or your actual performance. Sometimes supervisors are difficult because of their own FNE...but if there's no trust between you, that doesn't really matter in the end."	46.62879944	-87.479599	-1
R_bQtkqBUPjm2tJjL	Default Response Set	Anonymous			141.211.173.15	0	4/23/2014 12:25	4/23/2014 12:36	1	1	1	2	1	2		1		2	2		2	2	1	1	2	1	2	1	2	1	2	2	2	2	1	2	1	1	2	1	2	2	1	2	2	1	2	1	2	2	1	"I'm currently a paraprofessional (even though I have worked as a Librarian in the past, and have an MLIS) and I don't want to push too many new ideas or comment on current practices because I don't want people to think poorly of me (I don't want to be prevented from becoming a Librarian-level member; I don't want people to not want to work with me on committees, etc.)"	"Less emphasis on public speaking or events at which you must present. If you're afraid of negative reactions, speaking in front of a crowd can cause terrible anxiety. The field now is all ""Do lots with many people and work in groups!"" I don't mind that, but if I have fear about how people react, I like to tell one person at a time and gauge reactions, not just throw it to the crowd and see how it runs. This emphasis on group behavior is not always healthy."	"Try to keep track of the *good* feedback you've gotten, and try to use that to help give you that boost when you must interact in uncomfortable situations."	42.29229736	-83.71450043	-1
R_3a2OKUPVvwzD2sJ	Default Response Set	Anonymous			130.49.162.158	0	4/23/2014 12:31	4/23/2014 12:38	1	1	1	3	1	2		2		1	4	4	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	1	2	2	1	"No, I am not afraid of receiving negative evaluations.  I work hard and have usually achieved good evaluations.  "	"I think that having training in crucial conversations, communication,and team building can help.  I often find that librarians like to avoid conflict (including me) and believe that with further training on how to better express oneself and hold crucial conversations in an effective and respectful manner that everyone can benefit."	I would encourage them to be sure that they had a clear understanding of what is expected of them and a good strategy in place to achieve their workplace goals.  	40.43440247	-80.02480316	-1
R_0vWUaWscTJYdTIV	Default Response Set	Anonymous			129.71.255.49	0	4/23/2014 12:33	4/23/2014 12:38	1	1	1	1	1	2		4		1	2	1	2	2	1	1	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	1	1	2	1	2	2	2	2	1	2	1	1	I think that these fears make me work harder and as a result I have better evaluations and am more successful.	"To always stay abreast of new ideas, technologies, trends in the field and to incorporate 'newness' into the library.  The more innovated you are, the less likely people will judge you negatively if you make a mistake because at least you are trying new things."	Nobody is perfect and negative evaluations should be viewed in a positive light as room to improve and grow	38.34979248	-81.63259888	-1
R_erjGZ5xFhfDqp5r	Default Response Set	Anonymous			64.251.253.235	0	4/23/2014 12:33	4/23/2014 12:39	1	1	1	3	1	2		3		1	4	8	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	1	2	2	1	2	2	1	2	1	1	2	2	1	2	1	"Being afraid keeps me from speaking out or taking risks (although, not always; only in certain relationships). "	"Create a collegial environment in which no one will begin a conversation with negative statements such as ""what you just did was completely inappropriate."" This has happened to me, but eventually our dean developed strategies for including everyone in workplace communication and also talked to the librarians more likely to bully others."	"Talk about your fears with your peer librarians. You'll be surprised at how many people have this fear, and together you can help each other overcome it."	45.61030579	-122.7454987	-1
